OG0000000	sp|C0HL66|H33A_DROME Histone H3.3A OS=Drosophila melanogaster OX=7227 GN=His3.3A PE=1 SV=1
OG0023787	sp|Q80V53|CHSTE_MOUSE Carbohydrate sulfotransferase 14 OS=Mus musculus OX=10090 GN=Chst14 PE=2 SV=2
OG0023788	sp|P06708|TNNC2_ASTLP Troponin C isotype gamma OS=Astacus leptodactylus OX=6717 PE=1 SV=1
OG0023852	sp|D3YXG0|HMCN1_MOUSE Hemicentin-1 OS=Mus musculus OX=10090 GN=Hmcn1 PE=1 SV=1
OG0023854	sp|D3YXG0|HMCN1_MOUSE Hemicentin-1 OS=Mus musculus OX=10090 GN=Hmcn1 PE=1 SV=1
OG0023871	sp|Q01177|PLMN_RAT Plasminogen OS=Rattus norvegicus OX=10116 GN=Plg PE=2 SV=2
OG0023881	sp|Q54LH8|Y6627_DICDI Probable serine/threonine-protein kinase DDB_G0286627 OS=Dictyostelium discoideum OX=44689 GN=DDB_G0286627 PE=3 SV=1
OG0023883	sp|Q8R0W5|EST4A_MOUSE Carboxylesterase 4A OS=Mus musculus OX=10090 GN=Ces4a PE=2 SV=2
OG0023900	sp|P19070|CR2_MOUSE Complement receptor type 2 OS=Mus musculus OX=10090 GN=Cr2 PE=1 SV=1
OG0023915	sp|Q96RW7|HMCN1_HUMAN Hemicentin-1 OS=Homo sapiens OX=9606 GN=HMCN1 PE=1 SV=2
OG0023949	sp|A0A0R4IBK5|R213A_DANRE E3 ubiquitin-protein ligase rnf213-alpha OS=Danio rerio OX=7955 GN=rnf213a PE=3 SV=1
OG0023951	sp|Q52LA3|LIN52_HUMAN Protein lin-52 homolog OS=Homo sapiens OX=9606 GN=LIN52 PE=1 SV=1
OG0023983	sp|O06977|YVCN_BACSU Uncharacterized acetyltransferase YvcN OS=Bacillus subtilis (strain 168) OX=224308 GN=yvcN PE=3 SV=1
OG0023984	sp|Q8I7P9|POL5_DROME Retrovirus-related Pol polyprotein from transposon opus OS=Drosophila melanogaster OX=7227 GN=pol PE=3 SV=1
OG0023986	sp|D3YXG0|HMCN1_MOUSE Hemicentin-1 OS=Mus musculus OX=10090 GN=Hmcn1 PE=1 SV=1
OG0023995	sp|Q9WU78|PDC6I_MOUSE Programmed cell death 6-interacting protein OS=Mus musculus OX=10090 GN=Pdcd6ip PE=1 SV=3
OG0024014	sp|Q7T2Z5|UNC5C_CHICK Netrin receptor UNC5C OS=Gallus gallus OX=9031 GN=UNC5C PE=2 SV=1
OG0024071	sp|B3EWY9|MLP_ACRMI Mucin-like protein (Fragment) OS=Acropora millepora OX=45264 PE=1 SV=1
OG0024075	sp|Q9H4Z2|ZN335_HUMAN Zinc finger protein 335 OS=Homo sapiens OX=9606 GN=ZNF335 PE=1 SV=1
OG0024090	sp|P14410|SUIS_HUMAN Sucrase-isomaltase intestinal OS=Homo sapiens OX=9606 GN=SI PE=1 SV=6
OG0024091	sp|Q8W031|ZWIP5_ARATH Zinc finger protein WIP5 OS=Arabidopsis thaliana OX=3702 GN=WIP5 PE=2 SV=1
OG0024093	sp|Q3ZCE0|LSM8_BOVIN U6 snRNA-associated Sm-like protein LSm8 OS=Bos taurus OX=9913 GN=LSM8 PE=3 SV=3
OG0024096	sp|Q0D2A9|KLH25_XENTR Kelch-like protein 25 OS=Xenopus tropicalis OX=8364 GN=klhl25 PE=2 SV=1
OG0024102	sp|Q6MNG0|DNAJ_BDEBA Chaperone protein DnaJ OS=Bdellovibrio bacteriovorus (strain ATCC 15356 / HD100) OX=264462 GN=dnaJ PE=3 SV=1
OG0024124	sp|A5D7B7|SEPR_BOVIN Prolyl endopeptidase FAP OS=Bos taurus OX=9913 GN=FAP PE=1 SV=1
OG0024133	sp|P98069|BMPH_STRPU Bone morphogenetic protein 1 homolog OS=Strongylocentrotus purpuratus OX=7668 PE=2 SV=1
OG0024135	sp|Q920B6|KCNK2_RAT Potassium channel subfamily K member 2 OS=Rattus norvegicus OX=10116 GN=Kcnk2 PE=1 SV=1
OG0024178	sp|A0A1I9LN01|LAF3_ARATH Protein LONG AFTER FAR-RED 3 OS=Arabidopsis thaliana OX=3702 GN=LAF3 PE=2 SV=1
OG0024190	sp|P06513|H5_CAIMO Histone H5 OS=Cairina moschata OX=8855 PE=2 SV=2
OG0024199	sp|O34593|YJQA_BACSU Uncharacterized protein YjqA OS=Bacillus subtilis (strain 168) OX=224308 GN=yjqA PE=4 SV=1
OG0024207	sp|Q9VVE5|MSIR6_DROME RNA-binding protein Musashi homolog Rbp6 OS=Drosophila melanogaster OX=7227 GN=Rbp6 PE=2 SV=3
OG0024219	sp|Q27869|PIMT_DROME Protein-L-isoaspartate(D-aspartate) O-methyltransferase OS=Drosophila melanogaster OX=7227 GN=Pcmt PE=1 SV=2
OG0024321	sp|P62291|ASPM_MACFA Abnormal spindle-like microcephaly-associated protein homolog OS=Macaca fascicularis OX=9541 GN=ASPM PE=2 SV=1
OG0024352	sp|Q96M34|CC030_HUMAN Uncharacterized protein C3orf30 OS=Homo sapiens OX=9606 GN=C3orf30 PE=2 SV=2
OG0024365	sp|P11310|ACADM_HUMAN Medium-chain specific acyl-CoA dehydrogenase mitochondrial OS=Homo sapiens OX=9606 GN=ACADM PE=1 SV=1
OG0024371	sp|Q5PPY6|EIF3H_XENLA Eukaryotic translation initiation factor 3 subunit H OS=Xenopus laevis OX=8355 GN=eif3h PE=2 SV=1
OG0024391	sp|Q66KU1|CLC3A_XENLA C-type lectin domain family 3 member A homolog OS=Xenopus laevis OX=8355 GN=clec3a PE=2 SV=1
OG0024400	sp|P80944|ZFX_PIG Zinc finger X-chromosomal protein (Fragment) OS=Sus scrofa OX=9823 GN=ZFX PE=3 SV=1
OG0024417	sp|P57727|TMPS3_HUMAN Transmembrane protease serine 3 OS=Homo sapiens OX=9606 GN=TMPRSS3 PE=1 SV=2
OG0024444	sp|Q08048|HGF_MOUSE Hepatocyte growth factor OS=Mus musculus OX=10090 GN=Hgf PE=1 SV=1
OG0024454	sp|B3EWY9|MLP_ACRMI Mucin-like protein (Fragment) OS=Acropora millepora OX=45264 PE=1 SV=1
OG0024458	sp|Q8NHY0|B4GN2_HUMAN Beta-14 N-acetylgalactosaminyltransferase 2 OS=Homo sapiens OX=9606 GN=B4GALNT2 PE=1 SV=2
OG0024468	sp|Q5JVL4|EFHC1_HUMAN EF-hand domain-containing protein 1 OS=Homo sapiens OX=9606 GN=EFHC1 PE=1 SV=1
OG0024469	sp|Q96RW7|HMCN1_HUMAN Hemicentin-1 OS=Homo sapiens OX=9606 GN=HMCN1 PE=1 SV=2
OG0024471	sp|A2YMP7|SCAM1_ORYSI Putative secretory carrier-associated membrane protein 1 OS=Oryza sativa subsp. indica OX=39946 GN=SCAMP1 PE=3 SV=1
OG0024473	sp|Q8RWQ9|ALEUL_ARATH Thiol protease aleurain-like OS=Arabidopsis thaliana OX=3702 GN=At3g45310 PE=2 SV=1
OG0024495	sp|O57382|TLL2_XENLA Tolloid-like protein 2 OS=Xenopus laevis OX=8355 GN=tll2 PE=2 SV=1
OG0024510	sp|P49263|PXN1_XENLA Pentraxin fusion protein OS=Xenopus laevis OX=8355 GN=pxn1 PE=2 SV=1
OG0024517	sp|P39014|MET30_YEAST F-box protein MET30 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MET30 PE=1 SV=1
OG0024530	sp|P81439|EQST_ACTEQ Equistatin OS=Actinia equina OX=6106 PE=1 SV=1
OG0024541	sp|Q9HB55|CP343_HUMAN Cytochrome P450 3A43 OS=Homo sapiens OX=9606 GN=CYP3A43 PE=1 SV=1
OG0024542	sp|Q9I9B9|CTL1_TORMA Choline transporter-like protein 1 OS=Torpedo marmorata OX=7788 GN=slc44a1 PE=1 SV=1
OG0024548	sp|Q02427|RBP1_DROME RNA-binding protein 1 OS=Drosophila melanogaster OX=7227 GN=Rbp1 PE=2 SV=3
OG0024549	sp|Q6IMK3|DJC27_DANRE DnaJ homolog subfamily C member 27 OS=Danio rerio OX=7955 GN=dnajc27 PE=2 SV=1
OG0024559	sp|G5ECX0|LPLT2_CAEEL Latrophilin-like protein LAT-2 OS=Caenorhabditis elegans OX=6239 GN=lat-2 PE=2 SV=1
OG0024565	sp|Q6R325|POLG_AEVVR Genome polyprotein OS=Avian encephalomyelitis virus (strain Van Reokel) OX=475779 PE=3 SV=1
OG0024567	sp|O76997|TRK1_LYMST Putative neurotrophin receptor LTRK 1 OS=Lymnaea stagnalis OX=6523 PE=2 SV=1
OG0024571	sp|P28829|BYR2_SCHPO Protein kinase byr2 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=byr2 PE=1 SV=1
OG0024586	sp|P51910|APOD_MOUSE Apolipoprotein D OS=Mus musculus OX=10090 GN=Apod PE=1 SV=1
OG0024588	sp|P60994|ERVB_TABDI Ervatamin-B OS=Tabernaemontana divaricata OX=52861 PE=1 SV=1
OG0024593	sp|Q04108|PR04_SOLLC Pathogenesis-related leaf protein 4 OS=Solanum lycopersicum OX=4081 PE=2 SV=1
OG0024595	sp|Q96QT4|TRPM7_HUMAN Transient receptor potential cation channel subfamily M member 7 OS=Homo sapiens OX=9606 GN=TRPM7 PE=1 SV=1
OG0024600	sp|P21709|EPHA1_HUMAN Ephrin type-A receptor 1 OS=Homo sapiens OX=9606 GN=EPHA1 PE=1 SV=4
OG0024609	sp|P92208|JNK_DROME Stress-activated protein kinase JNK OS=Drosophila melanogaster OX=7227 GN=bsk PE=1 SV=1
OG0024619	sp|Q6QNK2|AGRD1_HUMAN Adhesion G-protein coupled receptor D1 OS=Homo sapiens OX=9606 GN=ADGRD1 PE=1 SV=1
OG0024623	sp|Q5EAR5|TRPT1_DANRE tRNA 2'-phosphotransferase 1 OS=Danio rerio OX=7955 GN=trpt1 PE=2 SV=2
OG0024634	sp|P02741|CRP_HUMAN C-reactive protein OS=Homo sapiens OX=9606 GN=CRP PE=1 SV=1
OG0024636	sp|Q8UVD9|FUBP2_CHICK Far upstream element-binding protein 2 OS=Gallus gallus OX=9031 GN=KHSRP PE=1 SV=1
OG0024639	sp|O18783|PLMN_MACEU Plasminogen OS=Macropus eugenii OX=9315 GN=PLG PE=2 SV=1
OG0024645	sp|O76039|CDKL5_HUMAN Cyclin-dependent kinase-like 5 OS=Homo sapiens OX=9606 GN=CDKL5 PE=1 SV=1
OG0024658	sp|Q01611|ZFY1_XENLA Zinc finger Y-chromosomal protein 1 OS=Xenopus laevis OX=8355 GN=zfy1 PE=2 SV=1
OG0024689	sp|Q96RW7|HMCN1_HUMAN Hemicentin-1 OS=Homo sapiens OX=9606 GN=HMCN1 PE=1 SV=2
OG0024700	sp|Q9UKK3|PARP4_HUMAN Poly
OG0024733	sp|Q26422|LFC_CARRO Limulus clotting factor C OS=Carcinoscorpius rotundicauda OX=6848 PE=2 SV=1
OG0024734	sp|P46023|GR101_LYMST G-protein coupled receptor GRL101 OS=Lymnaea stagnalis OX=6523 PE=2 SV=1
OG0024751	sp|Q9NR16|C163B_HUMAN Scavenger receptor cysteine-rich type 1 protein M160 OS=Homo sapiens OX=9606 GN=CD163L1 PE=1 SV=2
OG0024787	sp|Q8WUU4|ZN296_HUMAN Zinc finger protein 296 OS=Homo sapiens OX=9606 GN=ZNF296 PE=1 SV=1
OG0024830	sp|P11141|HSP7F_CAEEL Heat shock 70 kDa protein F mitochondrial OS=Caenorhabditis elegans OX=6239 GN=hsp-6 PE=1 SV=2
OG0024836	sp|D3Z7P3|GLSK_MOUSE Glutaminase kidney isoform mitochondrial OS=Mus musculus OX=10090 GN=Gls PE=1 SV=1
OG0024850	sp|P50579|MAP2_HUMAN Methionine aminopeptidase 2 OS=Homo sapiens OX=9606 GN=METAP2 PE=1 SV=1
OG0024853	sp|Q15637|SF01_HUMAN Splicing factor 1 OS=Homo sapiens OX=9606 GN=SF1 PE=1 SV=4
OG0024854	sp|Q3KR37|GRM1B_HUMAN GRAM domain-containing protein 1B OS=Homo sapiens OX=9606 GN=GRAMD1B PE=1 SV=1
OG0024892	sp|P22059|OSBP1_HUMAN Oxysterol-binding protein 1 OS=Homo sapiens OX=9606 GN=OSBP PE=1 SV=1
OG0024908	sp|O95125|ZN202_HUMAN Zinc finger protein 202 OS=Homo sapiens OX=9606 GN=ZNF202 PE=1 SV=4
OG0024922	sp|P00504|AATC_CHICK Aspartate aminotransferase cytoplasmic OS=Gallus gallus OX=9031 GN=GOT1 PE=1 SV=3
OG0024932	sp|Q32KH7|ARSI_CANLF Arylsulfatase I OS=Canis lupus familiaris OX=9615 GN=ARSI PE=2 SV=2
OG0024939	sp|P41115|RS11_XENLA 40S ribosomal protein S11 OS=Xenopus laevis OX=8355 GN=rps11 PE=2 SV=1
OG0024942	sp|O88379|BAZ1A_MOUSE Bromodomain adjacent to zinc finger domain protein 1A OS=Mus musculus OX=10090 GN=Baz1a PE=1 SV=3
OG0024955	sp|P35233|PTN2_RAT Tyrosine-protein phosphatase non-receptor type 2 OS=Rattus norvegicus OX=10116 GN=Ptpn2 PE=1 SV=2
OG0024957	sp|Q5RBU8|ROA2_PONAB Heterogeneous nuclear ribonucleoproteins A2/B1 OS=Pongo abelii OX=9601 GN=HNRNPA2B1 PE=2 SV=1
OG0024970	sp|P31836|NCAM1_BOVIN Neural cell adhesion molecule 1 OS=Bos taurus OX=9913 GN=NCAM1 PE=1 SV=1
OG0024976	sp|Q03472|APOR_PIG Apolipoprotein R OS=Sus scrofa OX=9823 GN=APOR PE=1 SV=1
OG0024991	sp|P57721|PCBP3_HUMAN Poly(rC)-binding protein 3 OS=Homo sapiens OX=9606 GN=PCBP3 PE=2 SV=2
OG0025004	sp|Q7TN88|PK1L2_MOUSE Polycystic kidney disease protein 1-like 2 OS=Mus musculus OX=10090 GN=Pkd1l2 PE=2 SV=1
OG0025079	sp|Q0IUU4|CML2_ORYSJ Putative calmodulin-like protein 2 OS=Oryza sativa subsp. japonica OX=39947 GN=CML2 PE=3 SV=2
OG0025082	sp|B3EWZ3|CADN_ACRMI Coadhesin (Fragment) OS=Acropora millepora OX=45264 PE=1 SV=1
OG0025087	sp|Q14204|DYHC1_HUMAN Cytoplasmic dynein 1 OS=Homo sapiens OX=9606 GN=DYNC1H1 PE=1 SV=5
OG0025100	sp|Q54CY9|MYLKD_DICDI Probable myosin light chain kinase DDB_G0292624 OS=Dictyostelium discoideum OX=44689 GN=DDB_G0292624 PE=3 SV=1
OG0025114	sp|Q17299|TBB1_CAEBR Tubulin beta-1 chain OS=Caenorhabditis briggsae OX=6238 GN=mec-7 PE=2 SV=1
OG0025150	sp|Q24756|MLC1_DROVI Myosin light chain alkali OS=Drosophila virilis OX=7244 GN=Mlc1 PE=4 SV=1
OG0025151	sp|P98165|VLDLR_CHICK Very low-density lipoprotein receptor OS=Gallus gallus OX=9031 GN=VLDLR PE=1 SV=1
OG0025168	sp|P31521|P47K_PSECL 47 kDa protein OS=Pseudomonas chlororaphis OX=333 PE=3 SV=1
OG0025169	sp|Q91453|STXB_SYNHO Stonustoxin subunit beta OS=Synanceia horrida OX=13279 PE=1 SV=3
OG0025183	sp|P18130|ADA1A_BOVIN Alpha-1A adrenergic receptor OS=Bos taurus OX=9913 GN=ADRA1A PE=2 SV=1
OG0025188	sp|O06997|YVDP_BACSU Uncharacterized FAD-linked oxidoreductase YvdP OS=Bacillus subtilis (strain 168) OX=224308 GN=yvdP PE=1 SV=1
OG0025254	sp|Q90YV2|RL15_ICTPU 60S ribosomal protein L15 OS=Ictalurus punctatus OX=7998 GN=rpl15 PE=2 SV=3
OG0025258	sp|Q9Z0N2|IF2H_MOUSE Eukaryotic translation initiation factor 2 subunit 3 Y-linked OS=Mus musculus OX=10090 GN=Eif2s3y PE=1 SV=2
OG0025263	sp|Q9CQR2|RS21_MOUSE 40S ribosomal protein S21 OS=Mus musculus OX=10090 GN=Rps21 PE=1 SV=1
OG0025301	sp|P16425|Y2R2_DROME Putative 115 kDa protein in type-1 retrotransposable element R1DM OS=Drosophila melanogaster OX=7227 GN=R1A1-element\ORF2 PE=4 SV=1
OG0025324	sp|P51400|RED1_RAT Double-stranded RNA-specific editase 1 OS=Rattus norvegicus OX=10116 GN=Adarb1 PE=1 SV=1
OG0025332	sp|P17735|ATTY_HUMAN Tyrosine aminotransferase OS=Homo sapiens OX=9606 GN=TAT PE=1 SV=1
OG0025366	sp|A9KMS8|SYY_LACP7 Tyrosine--tRNA ligase OS=Lachnoclostridium phytofermentans (strain ATCC 700394 / ISDg) OX=357809 GN=tyrS PE=3 SV=1
OG0025378	sp|P28166|ZFH1_DROME Zinc finger protein 1 OS=Drosophila melanogaster OX=7227 GN=zfh1 PE=1 SV=2
OG0025380	sp|Q9VAS7|INX3_DROME Innexin inx3 OS=Drosophila melanogaster OX=7227 GN=Inx3 PE=1 SV=1
OG0025416	sp|P14417|APOA_MACMU Apolipoprotein(a) (Fragment) OS=Macaca mulatta OX=9544 GN=LPA PE=2 SV=1
OG0025425	sp|Q9U1G6|FABP3_FASHE Fatty acid-binding protein type 3 OS=Fasciola hepatica OX=6192 PE=2 SV=1
OG0025427	sp|Q9NS75|CLTR2_HUMAN Cysteinyl leukotriene receptor 2 OS=Homo sapiens OX=9606 GN=CYSLTR2 PE=1 SV=1
OG0025431	sp|Q9H9S5|FKRP_HUMAN Fukutin-related protein OS=Homo sapiens OX=9606 GN=FKRP PE=1 SV=1
OG0025436	sp|Q8K4Q7|CERK1_MOUSE Ceramide kinase OS=Mus musculus OX=10090 GN=Cerk PE=2 SV=2
OG0025437	sp|P97770|THUM3_MOUSE THUMP domain-containing protein 3 OS=Mus musculus OX=10090 GN=Thumpd3 PE=1 SV=1
OG0025449	sp|Q29496|CP3AO_SHEEP Cytochrome P450 3A24 OS=Ovis aries OX=9940 GN=CYP3A24 PE=2 SV=1
OG0025451	sp|Q5E988|RS5_BOVIN 40S ribosomal protein S5 OS=Bos taurus OX=9913 GN=RPS5 PE=2 SV=3
OG0025518	sp|P34145|RAC1B_DICDI Rho-related protein rac1B OS=Dictyostelium discoideum OX=44689 GN=rac1B PE=1 SV=2
OG0025527	sp|Q93113|GST1D_ANOGA Glutathione S-transferase 1 isoform D OS=Anopheles gambiae OX=7165 GN=GstD1 PE=1 SV=1
OG0025552	sp|Q9UNP9|PPIE_HUMAN Peptidyl-prolyl cis-trans isomerase E OS=Homo sapiens OX=9606 GN=PPIE PE=1 SV=1
OG0025572	sp|P35783|VA5_VESFL Venom allergen 5 OS=Vespula flavopilosa OX=30211 PE=1 SV=1
OG0025573	sp|P15357|RS27A_DROME Ubiquitin-40S ribosomal protein S27a OS=Drosophila melanogaster OX=7227 GN=RpS27A PE=1 SV=2
OG0025614	sp|Q3SZR8|SRSF3_BOVIN Serine/arginine-rich splicing factor 3 OS=Bos taurus OX=9913 GN=SRSF3 PE=2 SV=1
OG0025620	sp|Q6IQX0|KD5BB_DANRE Lysine-specific demethylase 5B-B OS=Danio rerio OX=7955 GN=kdm5bb PE=2 SV=2
OG0025649	sp|Q60J38|ANKHM_CAEBR Ankyrin repeat and KH domain-containing protein CBG24701 OS=Caenorhabditis briggsae OX=6238 GN=CBG24701 PE=3 SV=3
OG0025667	sp|Q91ZS8|RED1_MOUSE Double-stranded RNA-specific editase 1 OS=Mus musculus OX=10090 GN=Adarb1 PE=1 SV=1
OG0025771	sp|Q06710|PAX8_HUMAN Paired box protein Pax-8 OS=Homo sapiens OX=9606 GN=PAX8 PE=1 SV=2
OG0025774	sp|Q9NWS8|RMND1_HUMAN Required for meiotic nuclear division protein 1 homolog OS=Homo sapiens OX=9606 GN=RMND1 PE=1 SV=2
OG0025841	sp|P46023|GR101_LYMST G-protein coupled receptor GRL101 OS=Lymnaea stagnalis OX=6523 PE=2 SV=1
OG0025857	sp|B3EWZ6|MLRP2_ACRMI MAM and LDL-receptor class A domain-containing protein 2 (Fragment) OS=Acropora millepora OX=45264 PE=1 SV=1
OG0025862	sp|P86091|TMPS7_RAT Transmembrane protease serine 7 OS=Rattus norvegicus OX=10116 GN=Tmprss7 PE=3 SV=1
OG0025871	sp|P10925|ZFY1_MOUSE Zinc finger Y-chromosomal protein 1 OS=Mus musculus OX=10090 GN=Zfy1 PE=2 SV=3
OG0025876	sp|Q95SX7|RTBS_DROME Probable RNA-directed DNA polymerase from transposon BS OS=Drosophila melanogaster OX=7227 GN=RTase PE=2 SV=1
OG0025880	sp|A7Y7X5|ZN711_DANRE Zinc finger protein 711 OS=Danio rerio OX=7955 GN=znf711 PE=1 SV=1
OG0025884	sp|O74254|AMYG_CANAL Glucoamylase 1 OS=Candida albicans (strain SC5314 / ATCC MYA-2876) OX=237561 GN=GAM1 PE=1 SV=3
OG0025887	sp|Q08048|HGF_MOUSE Hepatocyte growth factor OS=Mus musculus OX=10090 GN=Hgf PE=1 SV=1
OG0025889	sp|Q13627|DYR1A_HUMAN Dual specificity tyrosine-phosphorylation-regulated kinase 1A OS=Homo sapiens OX=9606 GN=DYRK1A PE=1 SV=2
OG0025904	sp|B2RWS6|EP300_MOUSE Histone acetyltransferase p300 OS=Mus musculus OX=10090 GN=Ep300 PE=1 SV=2
OG0025915	sp|A8X765|EGG1_CAEBR LDL receptor repeat-containing protein egg-1 OS=Caenorhabditis briggsae OX=6238 GN=egg-1 PE=3 SV=2
OG0025924	sp|Q8BZ21|KAT6A_MOUSE Histone acetyltransferase KAT6A OS=Mus musculus OX=10090 GN=Kat6a PE=1 SV=2
OG0025925	sp|O70218|HMX1_MOUSE Homeobox protein HMX1 OS=Mus musculus OX=10090 GN=Hmx1 PE=2 SV=1
OG0025929	sp|Q9BX84|TRPM6_HUMAN Transient receptor potential cation channel subfamily M member 6 OS=Homo sapiens OX=9606 GN=TRPM6 PE=1 SV=2
OG0025962	sp|Q3TEL6|RN157_MOUSE E3 ubiquitin ligase Rnf157 OS=Mus musculus OX=10090 GN=Rnf157 PE=1 SV=2
OG0025985	sp|Q9UJA3|MCM8_HUMAN DNA helicase MCM8 OS=Homo sapiens OX=9606 GN=MCM8 PE=1 SV=2
OG0025989	sp|P21447|MDR1A_MOUSE Multidrug resistance protein 1A OS=Mus musculus OX=10090 GN=Abcb1a PE=1 SV=3
OG0026011	sp|R1CW23|ALMA7_EMIHU Dimethlysulfonioproprionate lyase 7 OS=Emiliania huxleyi OX=2903 GN=ALMA7 PE=3 SV=1
OG0026054	sp|P17140|CO4A2_CAEEL Collagen alpha-2(IV) chain OS=Caenorhabditis elegans OX=6239 GN=let-2 PE=1 SV=2
OG0026063	sp|A6H742|PLSI_BOVIN Plastin-1 OS=Bos taurus OX=9913 GN=PLS1 PE=2 SV=1
OG0026138	sp|P81004|VDAC2_XENLA Voltage-dependent anion-selective channel protein 2 OS=Xenopus laevis OX=8355 GN=vdac2 PE=1 SV=1
OG0026220	sp|Q58DQ3|RL6_BOVIN 60S ribosomal protein L6 OS=Bos taurus OX=9913 GN=RPL6 PE=2 SV=3
OG0026241	sp|Q9JIF7|COPB_MOUSE Coatomer subunit beta OS=Mus musculus OX=10090 GN=Copb1 PE=1 SV=1
OG0026243	sp|Q7Z7H5|TMED4_HUMAN Transmembrane emp24 domain-containing protein 4 OS=Homo sapiens OX=9606 GN=TMED4 PE=1 SV=1
OG0026292	sp|Q6NYG8|DPYD_DANRE Dihydropyrimidine dehydrogenase
OG0026311	sp|Q86YS6|RAB43_HUMAN Ras-related protein Rab-43 OS=Homo sapiens OX=9606 GN=RAB43 PE=1 SV=1
OG0026313	sp|Q5SVQ8|ZBT41_HUMAN Zinc finger and BTB domain-containing protein 41 OS=Homo sapiens OX=9606 GN=ZBTB41 PE=1 SV=1
OG0026331	sp|Q7TPB1|TCPD_RAT T-complex protein 1 subunit delta OS=Rattus norvegicus OX=10116 GN=Cct4 PE=1 SV=3
OG0026365	sp|Q9VHI4|SF3B5_DROME Splicing factor 3B subunit 5 OS=Drosophila melanogaster OX=7227 GN=Sf3b5 PE=1 SV=1
OG0026380	sp|Q05609|CTR1_ARATH Serine/threonine-protein kinase CTR1 OS=Arabidopsis thaliana OX=3702 GN=CTR1 PE=1 SV=1
OG0026387	sp|O45782|ARD17_CAEEL Arrestin domain-containing protein 17 OS=Caenorhabditis elegans OX=6239 GN=arrd-17 PE=1 SV=2
OG0026398	sp|A5Z1X6|ITB1_CAMBA Integrin beta-1 OS=Camelus bactrianus OX=9837 GN=ITGB1 PE=2 SV=1
OG0026400	sp|Q8CJ11|AGRG2_RAT Adhesion G-protein coupled receptor G2 OS=Rattus norvegicus OX=10116 GN=Adgrg2 PE=1 SV=1
OG0026417	sp|Q2PC93|SSPO_CHICK SCO-spondin OS=Gallus gallus OX=9031 GN=SSPO PE=2 SV=1
OG0026426	sp|Q96RW7|HMCN1_HUMAN Hemicentin-1 OS=Homo sapiens OX=9606 GN=HMCN1 PE=1 SV=2
OG0026434	sp|Q91233|HSP70_ONCTS Heat shock 70 kDa protein OS=Oncorhynchus tshawytscha OX=74940 GN=hsp70 PE=2 SV=1
OG0026440	sp|F1MH24|AAK1_BOVIN AP2-associated protein kinase 1 OS=Bos taurus OX=9913 GN=AAK1 PE=1 SV=2
OG0026443	sp|Q80WK7|S29A3_RAT Equilibrative nucleoside transporter 3 OS=Rattus norvegicus OX=10116 GN=Slc29a3 PE=1 SV=2
OG0026448	sp|P06868|PLMN_BOVIN Plasminogen OS=Bos taurus OX=9913 GN=PLG PE=1 SV=2
OG0026449	sp|B3EWZ5|MLRP1_ACRMI MAM and LDL-receptor class A domain-containing protein 1 (Fragment) OS=Acropora millepora OX=45264 PE=1 SV=1
OG0026452	sp|Q3UVV9|VWA3A_MOUSE von Willebrand factor A domain-containing protein 3A OS=Mus musculus OX=10090 GN=Vwa3a PE=2 SV=1
OG0026476	sp|O15973|OPSD1_MIZYE Rhodopsin GQ-coupled OS=Mizuhopecten yessoensis OX=6573 GN=SCOP1 PE=1 SV=1
OG0026480	sp|Q9SR77|HBPL1_ARATH Heme-binding-like protein At3g10130 chloroplastic OS=Arabidopsis thaliana OX=3702 GN=At3g10130 PE=1 SV=1
OG0026491	sp|Q04396|LPP1_YEAST Lipid phosphate phosphatase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=LPP1 PE=1 SV=1
OG0026499	sp|Q11174|CHIT_CAEEL Probable endochitinase OS=Caenorhabditis elegans OX=6239 GN=cht-1 PE=1 SV=1
OG0026508	sp|Q32NQ0|RAB19_XENLA Ras-related protein Rab-19 OS=Xenopus laevis OX=8355 GN=rab19 PE=2 SV=1
OG0026538	sp|Q5HZW5|CD320_RAT CD320 antigen OS=Rattus norvegicus OX=10116 GN=Cd320 PE=2 SV=1
OG0026554	sp|Q84LH3|WEX_ARATH Werner Syndrome-like exonuclease OS=Arabidopsis thaliana OX=3702 GN=WEX PE=1 SV=1
OG0026561	sp|Q8SWN8|ACT_ENCCU Actin OS=Encephalitozoon cuniculi (strain GB-M1) OX=284813 GN=ECU01_0460 PE=1 SV=2
OG0026562	sp|P08108|HSP70_ONCMY Heat shock cognate 70 kDa protein OS=Oncorhynchus mykiss OX=8022 GN=hsc71 PE=2 SV=2
OG0026589	sp|O35548|MMP16_RAT Matrix metalloproteinase-16 OS=Rattus norvegicus OX=10116 GN=Mmp16 PE=2 SV=1
OG0026592	sp|Q1M799|MCTS_RHIL3 Sensor histidine kinase MctS OS=Rhizobium leguminosarum bv. viciae (strain 3841) OX=216596 GN=mctS PE=3 SV=1
OG0026600	sp|P62998|RAC1_BOVIN Ras-related C3 botulinum toxin substrate 1 OS=Bos taurus OX=9913 GN=RAC1 PE=1 SV=1
OG0026605	sp|P20918|PLMN_MOUSE Plasminogen OS=Mus musculus OX=10090 GN=Plg PE=1 SV=3
